date,so2,no2,rspm,spm,location_monitoring_station,aqi
2011-08-28,2.0,61.0,54.0,,N.Y. School,
2011-08-29,2.0,55.0,62.0,,N.Y. School,
2011-09-01,2.0,43.0,51.0,,N.Y. School,
2011-09-02,4.0,29.0,34.0,,N.Y. School,
2011-09-07,2.0,75.0,65.0,,N.Y. School,
2011-09-08,5.0,66.0,41.0,,N.Y. School,
2011-09-09,2.0,54.0,61.0,,N.Y. School,
2011-09-20,2.0,33.0,56.0,,N.Y. School,
2011-09-21,2.0,45.0,66.0,,N.Y. School,
2011-09-22,2.0,35.0,54.0,,N.Y. School,
2011-10-03,2.0,54.0,72.0,,N.Y. School,
2011-10-04,2.0,58.0,78.0,,N.Y. School,
2011-10-08,2.0,55.0,114.0,,N.Y. School,
2011-10-09,2.0,59.0,99.0,,N.Y. School,
2011-10-10,2.0,49.0,99.0,,N.Y. School,
2011-10-19,3.0,114.0,253.0,,N.Y. School,
2011-10-20,4.0,114.0,283.0,,N.Y. School,
2011-10-21,3.0,117.0,327.0,,N.Y. School,
2011-11-09,2.0,100.0,326.0,,N.Y. School,
2011-11-10,2.0,93.0,269.0,,N.Y. School,
2011-11-11,2.0,82.0,139.0,,N.Y. School,
2011-11-22,3.0,131.0,292.0,,N.Y. School,
2011-11-23,3.0,131.0,208.0,,N.Y. School,
2011-11-24,3.0,132.0,257.0,,N.Y. School,
2011-11-28,4.0,40.0,236.0,,N.Y. School,
2011-11-29,8.0,95.0,210.0,,N.Y. School,
2011-12-16,14.0,138.0,296.0,,N.Y. School,
2011-12-17,19.0,140.0,344.0,,N.Y. School,
2011-12-18,15.0,128.0,507.0,,N.Y. School,
2011-12-20,19.0,123.0,324.0,,N.Y. School,
2011-12-21,25.0,134.0,384.0,,N.Y. School,
2011-12-22,10.0,132.0,285.0,,N.Y. School,
2011-12-27,21.0,151.0,644.0,,N.Y. School,
2011-12-28,10.0,138.0,464.0,,N.Y. School,
2012-01-07,5.0,54.0,137.0,,N.Y. School,
2012-01-08,2.0,78.0,179.0,,N.Y. School,
2012-01-14,7.0,99.0,296.0,,N.Y. School,
2012-01-15,8.0,101.0,169.0,,N.Y. School,
2012-01-16,2.0,92.0,161.0,,N.Y. School,
2012-01-27,7.0,114.0,208.0,,N.Y. School,
2012-01-28,15.0,104.0,216.0,,N.Y. School,
2012-01-29,10.0,107.0,207.0,,N.Y. School,
2012-02-01,8.0,82.0,162.0,,N.Y. School,
2012-02-02,14.0,93.0,247.0,,N.Y. School,
2012-02-03,7.0,91.0,183.0,,N.Y. School,
2012-02-14,14.0,84.0,90.0,,N.Y. School,
2012-02-15,10.0,90.0,76.0,,N.Y. School,
2012-02-16,13.0,93.0,131.0,,N.Y. School,
2012-02-25,10.0,48.0,108.0,,N.Y. School,
2012-02-26,11.0,64.0,147.0,,N.Y. School,
2012-03-14,6.0,93.0,135.0,,N.Y. School,
2012-03-15,8.0,76.0,155.0,,N.Y. School,
2012-03-16,7.0,102.0,154.0,,N.Y. School,
2012-03-20,4.0,65.0,414.0,,N.Y. School,
2012-03-21,3.0,54.0,267.0,,N.Y. School,
2012-03-22,7.0,59.0,205.0,,N.Y. School,
2012-03-24,4.0,76.0,193.0,,N.Y. School,
2012-03-25,2.0,90.0,143.0,,N.Y. School,
2012-04-03,4.0,94.0,184.0,,N.Y. School,
2012-04-04,2.0,107.0,115.0,,N.Y. School,
2012-04-05,3.0,96.0,109.0,,N.Y. School,
2012-04-10,3.0,88.0,190.0,,N.Y. School,
2012-04-11,4.0,79.0,73.0,,N.Y. School,
2012-04-26,3.0,66.0,124.0,,N.Y. School,
2012-04-27,5.0,48.0,132.0,,N.Y. School,
2012-04-28,4.0,53.0,213.0,,N.Y. School,
2012-05-09,2.0,122.0,264.0,,N.Y. School,
2012-05-10,2.0,60.0,407.0,,N.Y. School,
2012-05-11,2.0,81.0,170.0,,N.Y. School,
2012-05-15,2.0,93.0,200.0,,N.Y. School,
2012-05-16,2.0,88.0,653.0,,N.Y. School,
2012-05-17,2.0,68.0,735.0,,N.Y. School,
2012-05-29,2.0,66.0,230.0,,N.Y. School,
2012-05-30,2.0,53.0,235.0,,N.Y. School,
2012-06-02,2.0,82.0,343.0,,N.Y. School,
2012-06-03,2.0,87.0,224.0,,N.Y. School,
2012-06-04,2.0,76.0,163.0,,N.Y. School,
2012-06-07,2.0,65.0,185.0,,N.Y. School,
2012-06-08,2.0,55.0,148.0,,N.Y. School,
2012-06-09,2.0,50.0,179.0,,N.Y. School,
2012-06-28,2.0,37.0,307.0,,N.Y. School,
2012-06-29,2.0,36.0,209.0,,N.Y. School,
2012-07-04,4.0,45.0,133.0,,N.Y. School,
2012-07-05,2.0,46.0,136.0,,N.Y. School,
2012-07-06,2.0,43.0,55.0,,N.Y. School,
2012-07-12,2.0,71.0,37.0,,N.Y. School,
2012-07-13,2.0,51.0,46.0,,N.Y. School,
2012-07-17,2.0,64.0,89.0,,N.Y. School,
2012-07-18,2.0,51.0,114.0,,N.Y. School,
2012-07-19,4.0,54.0,138.0,,N.Y. School,
2012-08-02,2.0,50.0,61.0,,N.Y. School,
2012-08-03,2.0,59.0,63.0,,N.Y. School,
2012-08-04,4.0,54.0,54.0,,N.Y. School,
2012-08-17,2.0,43.0,57.0,,N.Y. School,
2012-08-18,2.0,47.0,53.0,,N.Y. School,
2012-08-19,2.0,35.0,69.0,,N.Y. School,
2012-08-28,2.0,61.0,37.0,,N.Y. School,
2012-08-29,4.0,39.0,40.0,,N.Y. School,
2012-09-12,2.0,34.0,63.0,,N.Y. School,
2012-09-13,2.0,20.0,29.0,,N.Y. School,
2012-09-14,2.0,21.0,22.0,,N.Y. School,
2012-09-18,2.0,42.0,47.0,,N.Y. School,
2012-09-19,2.0,34.0,62.0,,N.Y. School,
2012-09-20,2.0,44.0,69.0,,N.Y. School,
2012-09-28,2.0,86.0,94.0,,N.Y. School,
2012-09-29,2.0,67.0,77.0,,N.Y. School,
2012-10-03,2.0,100.0,112.0,,N.Y. School,
2012-10-04,2.0,105.0,119.0,,N.Y. School,
2012-10-05,2.0,106.0,122.0,,N.Y. School,
2012-10-16,2.0,98.0,91.0,,N.Y. School,
2012-10-17,2.0,91.0,153.0,,N.Y. School,
2012-10-18,3.0,87.0,161.0,,N.Y. School,
2012-10-29,6.0,120.0,353.0,,N.Y. School,
2012-10-30,2.0,159.0,325.0,,N.Y. School,
2012-11-06,9.0,110.0,523.0,,N.Y. School,
2012-11-07,9.0,99.0,544.0,,N.Y. School,
2012-11-08,29.0,130.0,232.0,,N.Y. School,
2012-11-15,12.0,128.0,364.0,,N.Y. School,
2012-11-16,12.0,136.0,345.0,,N.Y. School,
2012-11-17,15.0,109.0,257.0,,N.Y. School,
2012-11-21,4.0,124.0,189.0,,N.Y. School,
2012-11-22,7.0,115.0,177.0,,N.Y. School,
2012-12-04,3.0,114.0,214.0,,N.Y. School,
2012-12-05,4.0,117.0,183.0,,N.Y. School,
2012-12-06,2.0,114.0,154.0,,N.Y. School,
2012-12-20,2.0,93.0,175.0,,N.Y. School,
2012-12-21,2.0,92.0,225.0,,N.Y. School,
2012-12-22,4.0,96.0,384.0,,N.Y. School,
2012-12-26,2.0,59.0,369.0,,N.Y. School,
2012-12-27,7.0,55.0,299.0,,N.Y. School,
2013-01-03,2.0,59.0,243.0,,N.Y. School,
2013-01-04,5.0,77.0,264.0,,N.Y. School,
2013-01-05,4.0,68.0,280.0,,N.Y. School,
2013-01-15,3.0,90.0,335.0,,N.Y. School,
2013-01-16,3.0,90.0,362.0,,N.Y. School,
2013-01-17,2.0,74.0,172.0,,N.Y. School,
2013-01-29,2.0,99.0,330.0,,N.Y. School,
2013-01-30,3.0,87.0,413.0,,N.Y. School,
2013-02-15,9.0,68.0,135.0,,N.Y. School,
2013-02-16,2.0,103.0,134.0,,N.Y. School,
2013-02-19,2.0,115.0,159.0,,N.Y. School,
2013-02-20,2.0,111.0,167.0,,N.Y. School,
2013-02-21,8.0,110.0,154.0,,N.Y. School,
2013-02-25,3.0,89.0,145.0,,N.Y. School,
2013-02-26,7.0,80.0,140.0,,N.Y. School,
2013-02-27,3.0,94.0,158.0,,N.Y. School,
2013-03-08,2.0,113.0,171.0,,N.Y. School,
2013-03-09,6.0,78.0,154.0,,N.Y. School,
2013-03-12,4.0,103.0,173.0,,N.Y. School,
2013-03-13,8.0,97.0,212.0,,N.Y. School,
2013-03-14,5.0,74.0,141.0,,N.Y. School,
2013-03-19,3.0,95.0,149.0,,N.Y. School,
2013-03-20,3.0,81.0,154.0,,N.Y. School,
2013-03-21,2.0,52.0,132.0,,N.Y. School,
2013-04-02,2.0,56.0,86.0,,N.Y. School,
2013-04-03,3.0,72.0,154.0,,N.Y. School,
2013-04-04,2.0,55.0,140.0,,N.Y. School,
2013-04-09,5.0,80.0,204.0,,N.Y. School,
2013-04-10,9.0,85.0,151.0,,N.Y. School,
2013-04-11,5.0,71.0,192.0,,N.Y. School,
2013-04-23,2.0,83.0,190.0,,N.Y. School,
2013-04-24,2.0,86.0,225.0,,N.Y. School,
2013-05-06,2.0,103.0,256.0,,N.Y. School,
2013-05-07,3.0,84.0,263.0,,N.Y. School,
2013-05-08,4.0,106.0,235.0,,N.Y. School,
2013-05-14,2.0,71.0,273.0,,N.Y. School,
2013-05-15,2.0,88.0,251.0,,N.Y. School,
2013-05-16,2.0,89.0,261.0,,N.Y. School,
2013-05-29,3.0,97.0,285.0,,N.Y. School,
2013-05-30,2.0,72.0,244.0,,N.Y. School,
2013-06-04,3.0,80.0,218.0,,N.Y. School,
2013-06-05,3.0,74.0,248.0,,N.Y. School,
2013-06-18,2.0,74.0,152.0,,N.Y. School,
2013-06-19,2.0,86.0,159.0,,N.Y. School,
2013-06-20,2.0,73.0,167.0,,N.Y. School,
2013-06-25,2.0,53.0,101.0,,N.Y. School,
2013-06-26,2.0,76.0,144.0,,N.Y. School,
2013-06-27,2.0,70.0,176.0,,N.Y. School,
2013-07-05,2.0,40.0,102.0,,N.Y. School,
2013-07-06,2.0,40.0,98.0,,N.Y. School,
2013-07-11,2.0,48.0,83.0,,N.Y. School,
2013-07-12,3.0,49.0,63.0,,N.Y. School,
2013-07-19,2.0,34.0,69.0,,N.Y. School,
2013-07-20,2.0,64.0,75.0,,N.Y. School,
2013-07-24,2.0,43.0,79.0,,N.Y. School,
2013-07-25,3.0,43.0,50.0,,N.Y. School,
2013-08-01,3.0,44.0,72.0,,N.Y. School,
2013-08-02,3.0,38.0,76.0,,N.Y. School,
2013-08-03,4.0,52.0,79.0,,N.Y. School,
2013-08-12,2.0,70.0,65.0,,N.Y. School,
2013-08-13,2.0,47.0,61.0,,N.Y. School,
2013-08-27,8.0,50.0,90.0,,N.Y. School,
2013-08-28,9.0,40.0,93.0,,N.Y. School,
2013-08-29,5.0,57.0,119.0,,N.Y. School,
2013-09-10,2.0,72.0,117.0,,N.Y. School,
2013-09-11,2.0,93.0,97.0,,N.Y. School,
2013-09-12,4.0,69.0,125.0,,N.Y. School,
2013-09-17,3.0,65.0,101.0,,N.Y. School,
2013-09-18,3.0,61.0,98.0,,N.Y. School,
2013-09-19,6.0,67.0,150.0,,N.Y. School,
2013-09-27,2.0,79.0,108.0,,N.Y. School,
2013-09-28,3.0,86.0,99.0,,N.Y. School,
2013-10-09,2.0,61.0,81.0,,N.Y. School,
2013-10-10,2.0,84.0,117.0,,N.Y. School,
2013-10-15,2.0,126.0,137.0,,N.Y. School,
2013-10-16,5.0,105.0,177.0,,N.Y. School,
2013-10-23,6.0,126.0,259.0,,N.Y. School,
2013-10-24,8.0,159.0,247.0,,N.Y. School,
2013-10-25,7.0,122.0,317.0,,N.Y. School,
2013-10-30,7.0,159.0,218.0,,N.Y. School,
2013-11-01,2.0,102.0,232.0,,N.Y. School,
2013-11-02,4.0,80.0,380.0,,N.Y. School,
2013-11-05,7.0,140.0,433.0,,N.Y. School,
2013-11-06,9.0,108.0,254.0,,N.Y. School,
2013-11-07,7.0,111.0,288.0,,N.Y. School,
2013-11-19,2.0,115.0,161.0,,N.Y. School,
2013-11-20,8.0,172.0,248.0,,N.Y. School,
2013-11-21,11.0,152.0,284.0,,N.Y. School,
2013-12-10,6.0,114.0,204.0,,N.Y. School,
2013-12-11,8.0,94.0,317.0,,N.Y. School,
2013-12-12,8.0,81.0,161.0,,N.Y. School,
2013-12-17,3.0,129.0,492.0,,N.Y. School,
2013-12-18,5.0,107.0,321.0,,N.Y. School,
2013-12-19,3.0,79.0,256.0,,N.Y. School,
2013-12-28,9.0,87.0,229.0,,N.Y. School,
2013-12-29,7.0,61.0,210.0,,N.Y. School,
2014-01-02,8.0,53.0,287.0,,N.Y. School,
2014-01-03,13.0,77.0,358.0,,N.Y. School,
2014-01-14,22.0,117.0,375.0,,N.Y. School,
2014-01-15,19.0,113.0,396.0,,N.Y. School,
2014-01-16,28.0,101.0,337.0,,N.Y. School,
2014-01-21,8.0,61.0,129.0,,N.Y. School,
2014-01-22,5.0,45.0,99.0,,N.Y. School,
2014-01-23,2.0,63.0,167.0,,N.Y. School,
2014-02-04,7.0,78.0,196.0,,N.Y. School,
2014-02-05,8.0,103.0,194.0,,N.Y. School,
2014-02-06,22.0,90.0,174.0,,N.Y. School,
2014-02-18,8.0,108.0,198.0,,N.Y. School,
2014-02-19,13.0,111.0,258.0,,N.Y. School,
2014-02-20,11.0,92.0,242.0,,N.Y. School,
2014-02-22,6.0,110.0,176.0,,N.Y. School,
2014-02-23,4.0,82.0,154.0,,N.Y. School,
2014-03-11,4.0,58.0,90.0,,N.Y. School,
2014-03-12,4.0,64.0,72.0,,N.Y. School,
2014-03-13,15.0,80.0,100.0,,N.Y. School,
2014-03-25,21.0,82.0,141.0,,N.Y. School,
2014-03-26,17.0,85.0,97.0,,N.Y. School,
2014-03-27,12.0,93.0,106.0,,N.Y. School,
2014-03-29,8.0,65.0,73.0,,N.Y. School,
2014-03-30,9.0,65.0,88.0,,N.Y. School,
2014-04-14,8.0,103.0,115.0,,N.Y. School,
2014-04-15,6.0,114.0,137.0,,N.Y. School,
2014-04-16,19.0,18.0,78.0,,N.Y. School,
2014-04-19,10.0,119.0,153.0,,N.Y. School,
2014-04-20,9.0,104.0,84.0,,N.Y. School,
2014-04-21,13.0,74.0,128.0,,N.Y. School,
2014-04-23,11.0,93.0,124.0,,N.Y. School,
2014-04-24,12.0,109.0,164.0,,N.Y. School,
2014-05-13,2.0,53.0,77.0,,N.Y. School,
2014-05-14,8.0,72.0,96.0,,N.Y. School,
2014-05-15,5.0,68.0,65.0,,N.Y. School,
2014-05-20,4.0,61.0,141.0,,N.Y. School,
2014-05-21,5.0,74.0,137.0,,N.Y. School,
2014-05-22,5.0,77.0,180.0,,N.Y. School,
2014-05-27,15.0,115.0,153.0,,N.Y. School,
2014-05-28,5.0,111.0,137.0,,N.Y. School,
2014-06-10,3.0,31.0,268.0,,N.Y. School,
2014-06-11,2.0,11.0,332.0,,N.Y. School,
2014-06-12,2.0,45.0,243.0,,N.Y. School,
2014-06-17,4.0,49.0,136.0,,N.Y. School,
2014-06-18,2.0,60.0,71.0,,N.Y. School,
2014-06-19,2.0,69.0,117.0,,N.Y. School,
2014-06-24,2.0,49.0,163.0,,N.Y. School,
2014-06-25,2.0,40.0,101.0,,N.Y. School,
2014-07-01,4.0,47.0,96.0,,N.Y. School,
2014-07-02,2.0,87.0,67.0,,N.Y. School,
2014-07-03,4.0,47.0,69.0,,N.Y. School,
2014-07-15,6.0,33.0,67.0,,N.Y. School,
2014-07-16,7.0,60.0,35.0,,N.Y. School,
2014-07-17,2.0,45.0,192.0,,N.Y. School,
2014-07-29,3.0,47.0,58.0,,N.Y. School,
2014-07-30,3.0,34.0,68.0,,N.Y. School,
2014-08-11,2.0,35.0,56.0,,N.Y. School,
2014-08-12,2.0,34.0,35.0,,N.Y. School,
2014-08-19,2.0,99.0,140.0,,N.Y. School,
2014-08-20,2.0,76.0,158.0,,N.Y. School,
2014-08-21,2.0,78.0,117.0,,N.Y. School,
2014-08-25,2.0,63.0,65.0,,N.Y. School,
2014-08-26,2.0,67.0,47.0,,N.Y. School,
2014-08-27,4.0,63.0,67.0,,N.Y. School,
2014-09-02,2.0,45.0,39.0,,N.Y. School,
2014-09-03,3.0,51.0,22.0,,N.Y. School,
2014-09-04,12.0,37.0,21.0,,N.Y. School,
2014-09-10,3.0,66.0,53.0,,N.Y. School,
2014-09-11,4.0,51.0,57.0,,N.Y. School,
2014-09-16,2.0,55.0,52.0,,N.Y. School,
2014-09-17,2.0,81.0,56.0,,N.Y. School,
2014-10-04,2.0,90.0,129.0,,N.Y. School,
2014-10-05,2.0,68.0,157.0,,N.Y. School,
2014-10-09,8.0,62.0,51.0,,N.Y. School,
2014-11-18,5.0,185.0,194.0,,N.Y. School,
2014-11-19,7.0,177.0,254.0,,N.Y. School,
2014-11-20,4.0,176.0,258.0,,N.Y. School,
2014-11-25,9.0,152.0,219.0,,N.Y. School,
2014-11-26,16.0,146.0,274.0,,N.Y. School,
2014-11-27,20.0,160.0,355.0,,N.Y. School,
2014-11-28,7.0,157.0,366.0,,N.Y. School,
2014-11-29,19.0,145.0,306.0,,N.Y. School,
2014-12-04,7.0,121.0,228.0,,N.Y. School,
2014-12-05,4.0,122.0,249.0,,N.Y. School,
2014-12-10,17.0,143.0,247.0,,N.Y. School,
2014-12-11,13.0,150.0,286.0,,N.Y. School,
2014-12-12,12.0,172.0,500.0,,N.Y. School,
2014-12-16,7.0,100.0,223.0,,N.Y. School,
2014-12-17,8.0,119.0,245.0,,N.Y. School,
2014-12-18,14.0,123.0,403.0,,N.Y. School,
2015-06-01,3.0,73.0,242.0,,N.Y. School,
2015-07-01,2.0,84.0,184.0,,N.Y. School,
2015-08-01,2.0,86.0,211.0,,N.Y. School,
2015-01-14,8.0,117.0,162.0,,N.Y. School,
2015-01-15,10.0,107.0,179.0,,N.Y. School,
2015-01-16,9.0,109.0,173.0,,N.Y. School,
2015-04-02,4.0,84.0,143.0,,N.Y. School,
2015-05-02,6.0,91.0,208.0,,N.Y. School,
2015-02-17,2.0,132.0,251.0,,N.Y. School,
2015-02-18,2.0,133.0,221.0,,N.Y. School,
2015-02-19,3.0,79.0,184.0,,N.Y. School,
2015-02-24,8.0,82.0,186.0,,N.Y. School,
2015-02-25,9.0,66.0,160.0,,N.Y. School,
2015-02-26,8.0,84.0,136.0,,N.Y. School,
2015-10-03,8.0,120.0,120.0,,N.Y. School,
2015-11-03,2.0,125.0,166.0,,N.Y. School,
2015-03-17,3.0,33.0,89.0,,N.Y. School,
2015-03-18,5.0,64.0,61.0,,N.Y. School,
2015-03-19,4.0,116.0,94.0,,N.Y. School,
2015-03-24,7.0,128.0,143.0,,N.Y. School,
2015-03-25,2.0,152.0,211.0,,N.Y. School,
2015-03-26,2.0,95.0,265.0,,N.Y. School,
2015-01-04,13.0,87.0,117.0,,N.Y. School,
2015-02-04,4.0,68.0,62.0,,N.Y. School,
2015-04-14,4.0,67.0,98.0,,N.Y. School,
2015-04-15,4.0,76.0,142.0,,N.Y. School,
2015-04-16,12.0,81.0,84.0,,N.Y. School,
2015-04-27,3.0,53.0,241.0,,N.Y. School,
2015-04-28,5.0,65.0,97.0,,N.Y. School,
2015-04-29,4.0,75.0,148.0,,N.Y. School,
2015-06-05,2.0,110.0,239.0,,N.Y. School,
2015-07-05,3.0,95.0,163.0,,N.Y. School,
2015-08-05,4.0,115.0,213.0,,N.Y. School,
2015-12-05,9.0,87.0,140.0,,N.Y. School,
2015-05-13,8.0,72.0,57.0,,N.Y. School,
2015-05-14,9.0,133.0,136.0,,N.Y. School,
2015-05-18,22.0,133.0,173.0,,N.Y. School,
2015-05-19,10.0,108.0,175.0,,N.Y. School,
2015-09-06,7.0,43.0,200.0,,N.Y. School,
2015-10-06,10.0,31.0,171.0,,N.Y. School,
2015-11-06,25.0,42.0,88.0,,N.Y. School,
2015-06-16,4.0,76.0,96.0,,N.Y. School,
2015-06-17,8.0,111.0,112.0,,N.Y. School,
2015-06-18,6.0,85.0,127.0,,N.Y. School,
2015-06-25,4.0,48.0,62.0,,N.Y. School,
2015-06-26,2.0,54.0,61.0,,N.Y. School,
2015-07-14,6.0,49.0,41.0,,N.Y. School,
2015-07-15,2.0,31.0,77.0,,N.Y. School,
2015-07-16,8.0,38.0,62.0,,N.Y. School,
2015-07-21,2.0,25.0,39.0,,N.Y. School,
2015-07-22,2.0,28.0,33.0,,N.Y. School,
2015-07-23,2.0,33.0,32.0,,N.Y. School,
2015-07-28,3.0,25.0,22.0,,N.Y. School,
2015-07-29,2.0,18.0,18.0,,N.Y. School,
2015-12-08,2.0,52.0,59.0,,N.Y. School,
2015-08-13,3.0,66.0,49.0,,N.Y. School,
2015-08-21,3.0,75.0,45.0,,N.Y. School,
2015-08-22,2.0,73.0,79.0,,N.Y. School,
2015-08-23,2.0,67.0,56.0,,N.Y. School,
2015-08-25,2.0,70.0,48.0,,N.Y. School,
2015-08-26,3.0,63.0,44.0,,N.Y. School,
2015-08-27,3.0,81.0,57.0,,N.Y. School,
2015-08-09,3.0,49.0,67.0,,N.Y. School,
2015-09-09,2.0,63.0,56.0,,N.Y. School,
2015-10-09,3.0,57.0,48.0,,N.Y. School,
2015-09-15,3.0,60.0,77.0,,N.Y. School,
2015-09-16,4.0,82.0,109.0,,N.Y. School,
2015-09-17,6.0,59.0,76.0,,N.Y. School,
2015-09-22,2.0,49.0,37.0,,N.Y. School,
2015-09-23,2.0,60.0,37.0,,N.Y. School,
2015-10-13,20.0,93.0,88.0,,N.Y. School,
2015-10-14,26.0,124.0,92.0,,N.Y. School,
2015-10-19,12.0,122.0,164.0,,N.Y. School,
2015-10-20,11.0,91.0,193.0,,N.Y. School,
2015-10-21,4.0,76.0,133.0,,N.Y. School,
2015-10-27,5.0,118.0,124.0,,N.Y. School,
2015-10-28,12.0,108.0,80.0,,N.Y. School,
2015-10-29,13.0,115.0,107.0,,N.Y. School,
2015-07-11,23.0,126.0,305.0,,N.Y. School,
2015-08-11,46.0,114.0,235.0,,N.Y. School,
2015-11-18,9.0,134.0,224.0,,N.Y. School,
2015-11-19,11.0,141.0,354.0,,N.Y. School,
2015-11-20,8.0,145.0,315.0,,N.Y. School,
2015-11-27,12.0,97.0,282.0,,N.Y. School,
2015-11-28,12.0,97.0,353.0,,N.Y. School,
2015-11-29,25.0,120.0,352.0,,N.Y. School,
2015-02-12,3.0,140.0,271.0,,N.Y. School,
2015-03-12,5.0,112.0,306.0,,N.Y. School,
2015-09-12,3.0,123.0,273.0,,N.Y. School,
2015-10-12,2.0,122.0,280.0,,N.Y. School,
2015-12-16,2.0,161.0,284.0,,N.Y. School,
2015-12-17,2.0,208.0,386.0,,N.Y. School,
2015-12-29,21.0,152.0,253.0,,N.Y. School,
2015-12-30,19.0,145.0,311.0,,N.Y. School,
2004-01-02,,,167.33,369.0,Siri Fort,
2004-01-07,,,90.67,206.0,Siri Fort,
2004-01-12,,,106.67,238.0,Siri Fort,
2004-01-15,,,104.0,246.0,Siri Fort,
2004-01-20,,,101.0,223.0,Siri Fort,
2004-01-23,,,72.0,141.0,Siri Fort,
2004-01-29,,,96.67,264.0,Siri Fort,
2004-02-05,,,65.33,218.0,Siri Fort,
2004-02-10,,,81.0,218.0,Siri Fort,
2004-02-13,,,87.67,252.0,Siri Fort,
2004-02-19,,,120.0,276.0,Siri Fort,
2004-02-24,,,140.0,239.0,Siri Fort,
2004-03-01,,,191.33,399.0,Siri Fort,
2004-03-10,,,99.33,320.0,Siri Fort,
2004-03-15,,,179.67,468.0,Siri Fort,
2004-03-18,,,115.0,375.0,Siri Fort,
2004-03-23,,,139.5,332.0,Siri Fort,
2004-03-26,,,107.67,456.0,Siri Fort,
2004-04-02,,,122.67,303.0,Siri Fort,
2004-04-07,,,130.33,465.0,Siri Fort,
2004-04-13,,,105.33,481.0,Siri Fort,
2004-04-19,,,,320.0,Siri Fort,
2004-04-22,,,,572.0,Siri Fort,
2004-04-27,,,,238.0,Siri Fort,
2004-05-03,,,119.0,204.0,Siri Fort,
2004-05-05,,,,265.0,Siri Fort,
2004-05-11,,,,272.0,Siri Fort,
2004-05-14,,,,371.0,Siri Fort,
2004-05-19,,,,837.0,Siri Fort,
2004-05-24,,,156.5,516.0,Siri Fort,
2004-05-27,,,119.0,304.0,Siri Fort,
2004-06-02,,,65.67,366.0,Siri Fort,
2004-06-07,,,129.33,223.0,Siri Fort,
2004-06-10,,,60.67,208.0,Siri Fort,
2004-06-15,,,138.33,413.0,Siri Fort,
2004-06-18,,,45.5,162.0,Siri Fort,
2004-06-23,,,147.0,706.0,Siri Fort,
2004-06-28,,,131.0,425.0,Siri Fort,
2004-07-02,,,67.33,269.0,Siri Fort,
2004-07-07,,,106.0,560.0,Siri Fort,
2004-07-12,,,160.67,624.0,Siri Fort,
2004-07-15,,,181.0,382.0,Siri Fort,
2004-07-20,,,216.67,707.0,Siri Fort,
2004-07-23,,,127.33,361.0,Siri Fort,
2004-07-28,,,113.33,276.0,Siri Fort,
2004-08-03,,,48.33,172.0,Siri Fort,
2004-08-06,,,56.33,140.0,Siri Fort,
2004-08-11,,,70.0,143.0,Siri Fort,
2004-08-16,,,35.0,81.0,Siri Fort,
2004-08-19,,,37.0,132.0,Siri Fort,
2004-08-24,,,38.33,125.0,Siri Fort,
2004-08-27,,,68.33,222.0,Siri Fort,
2004-09-02,,,70.0,337.0,Siri Fort,
2004-09-08,,,143.0,462.0,Siri Fort,
2004-09-13,,,87.67,254.0,Siri Fort,
2004-09-16,,,58.67,182.0,Siri Fort,
2004-09-21,,,64.0,151.0,Siri Fort,
2004-09-24,,,127.0,417.0,Siri Fort,
2004-09-29,,,188.0,399.0,Siri Fort,
2004-10-05,,,78.67,263.0,Siri Fort,
2004-10-08,,,116.33,386.0,Siri Fort,
2004-10-13,,,100.67,221.0,Siri Fort,
2004-10-18,,,114.0,397.0,Siri Fort,
2004-10-21,,,135.33,402.0,Siri Fort,
2004-10-27,,,151.0,458.0,Siri Fort,
2004-11-02,,,118.0,292.0,Siri Fort,
2004-11-05,,,163.0,536.0,Siri Fort,
2004-11-10,,,200.5,814.0,Siri Fort,
2004-11-17,,,382.0,,Siri Fort,
2004-11-22,,,222.5,,Siri Fort,
2004-11-25,,,181.0,,Siri Fort,
2004-12-02,,,211.0,,Siri Fort,
2004-12-07,,,252.0,,Siri Fort,
2004-12-10,,,168.5,,Siri Fort,
2004-12-15,,,212.0,,Siri Fort,
2004-12-20,,,170.0,,Siri Fort,
2004-12-23,,,217.5,,Siri Fort,
2004-12-28,,,277.0,,Siri Fort,
2005-01-06,8.0,35.0,134.0,309.0,Siri Fort,94.38167539267016
2005-01-11,7.0,38.0,114.0,306.0,Siri Fort,89.6740837696335
2005-01-14,7.0,36.0,156.0,360.0,Siri Fort,109.7044502617801
2005-01-19,6.0,28.0,104.0,481.0,Siri Fort,123.67015706806284
2005-01-25,5.0,21.0,,209.0,Siri Fort,
2005-02-01,10.0,26.0,,305.0,Siri Fort,
2005-02-04,11.0,28.0,88.0,265.0,Siri Fort,75.2128272251309
2005-02-09,10.0,27.0,77.0,218.0,Siri Fort,63.02774869109948
2005-02-14,9.0,27.0,80.0,215.0,Siri Fort,63.02591623036649
2005-02-17,13.0,36.0,124.0,259.0,Siri Fort,81.90968586387436
2005-02-22,13.0,42.0,66.0,307.0,Siri Fort,79.99973821989528
2005-02-25,8.0,30.0,82.0,306.0,Siri Fort,82.58534031413612
2005-03-03,14.0,42.0,209.0,708.0,Siri Fort,193.87277486910995
2005-03-09,7.0,24.0,49.0,213.0,Siri Fort,55.93534031413613
2005-03-14,9.0,31.0,58.0,226.0,Siri Fort,60.87356020942408
2005-03-17,10.0,35.0,58.0,285.0,Siri Fort,73.38534031413613
